Index,x,y,y_hat,se,probs,probsAt95CI,Model,Intercept,Slope,a90,a9095,AIC,Even,Overlap
36,0.323550923,1,1.929764078,0.865916722,0.873223305,0.623741079,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
37,0.325296795,1,1.993800999,0.881903322,0.880144685,0.632556301,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
38,0.338106381,1,2.463644404,1.005146166,0.921553531,0.692178987,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
39,0.356211973,1,3.127740262,1.192375401,0.958022611,0.762504052,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
40,0.358596451,1,3.215200642,1.217852953,0.961402314,0.770654543,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
41,0.364140126,1,3.418537357,1.277664208,0.968278877,0.78867661,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
42,0.364231367,1,3.42188399,1.278654926,0.968381508,0.788962641,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
43,0.390604229,1,4.389215431,1.571668196,0.987741669,0.858641382,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
44,0.397851282,1,4.655030428,1.65398019,0.990576032,0.87374392,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
45,0.402671384,1,4.831827175,1.709046571,0.992091107,0.882952929,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
46,0.405737346,1,4.944283739,1.744192828,0.992926377,0.888483334,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
47,0.408284456,1,5.037709306,1.773457319,0.993553236,0.892892348,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
48,0.421157883,1,5.509894339,1.922179156,0.995969774,0.91279033,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
49,0.437433883,1,6.106882505,2.111819433,0.997777466,0.932970993,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
50,0.45697756,1,6.82372595,2.341332386,0.998913521,0.951319753,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
51,0.498253637,1,8.337693113,2.830445168,0.999760733,0.975446122,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
52,0.504151791,1,8.55403178,2.900690602,0.999807271,0.977748005,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
53,0.522190777,1,9.215684593,3.115942182,0.999900543,0.983543087,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
54,0.533338188,1,9.624561003,3.249230004,0.999933919,0.986347058,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
55,0.548516535,1,10.1812883,3.43099593,0.999962129,0.989416322,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
56,0.552907622,1,10.34234919,3.483634727,0.999967763,0.990168465,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
57,0.568439878,1,10.91205754,3.670002147,0.999981763,0.992426076,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
58,0.608063222,1,12.36540403,4.146438728,0.999995736,0.996108724,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
59,0.67569106,1,14.84592867,4.961951056,0.999999643,0.998751104,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
60,1.009536589,1,27.09106447,9.005416042,1,0.999995349,Logit,-9.937775391,36.67904687,0.330842838,0.412617453,23.67345452,0.5,0.166666667
1,0.007761102,0,-7.84499044,2.436689448,0.000391556,7.12E-06,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
2,0.013688309,0,-7.668297784,2.384488589,0.000467194,9.25E-06,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
3,0.016989948,0,-7.569874468,2.355435773,0.000515491,1.07E-05,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
4,0.024035274,0,-7.359850191,2.293503085,0.000635889,1.46E-05,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
5,0.035452159,0,-7.019507811,2.193339008,0.000893467,2.42E-05,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
6,0.047367963,0,-6.664292435,2.089091142,0.001274034,4.11E-05,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
7,0.057937974,0,-6.349195742,1.996905285,0.001745102,6.55E-05,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
8,0.060519794,0,-6.272230549,1.974433777,0.001884455,7.34E-05,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
9,0.079511206,0,-5.706088176,1.809774129,0.003314633,0.00016943,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
10,0.079830925,0,-5.696557211,1.8070127,0.00334627,0.000171831,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
11,0.081299094,0,-5.652790446,1.794337015,0.003495454,0.000183298,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
12,0.083924427,0,-5.57452811,1.771691502,0.003778931,0.000205738,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
13,0.096371106,0,-5.203487117,1.664722457,0.005467305,0.000355471,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
14,0.100937918,0,-5.067348435,1.625654154,0.00625967,0.000434313,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
15,0.116857381,0,-4.592782218,1.490362742,0.010023169,0.000871685,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
16,0.135242279,0,-4.044720295,1.336281193,0.017213122,0.00194081,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
17,0.139177904,0,-3.927397577,1.303672616,0.019314465,0.002301826,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
18,0.146325056,0,-3.714337822,1.24486006,0.023791732,0.003135112,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
19,0.146410615,0,-3.711787271,1.24415941,0.023851042,0.003146706,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
20,0.152473254,0,-3.531057326,1.194735328,0.028441357,0.004085481,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
21,0.158818364,0,-3.341906797,1.143522226,0.034161189,0.005363111,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
22,0.204857965,0,-1.969445974,0.796882053,0.122448407,0.036256716,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
23,0.218898192,0,-1.550900611,0.706077305,0.17495623,0.062251776,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
24,0.221807284,0,-1.464179295,0.688680186,0.187828945,0.069334494,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
25,0.227782718,0,-1.28604897,0.654797392,0.216522314,0.086030538,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
26,0.229694103,0,-1.22906974,0.644535106,0.226344285,0.092018392,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
27,0.246607596,0,-0.724871049,0.568634564,0.326321248,0.159736269,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
28,0.249384224,0,-0.642098543,0.559176182,0.344772315,0.173379694,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
29,0.256341378,0,-0.434702712,0.539871258,0.393003928,0.210367456,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
30,0.261487369,1,-0.28129845,0.529939584,0.430135473,0.239946746,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
31,0.268645767,1,-0.067903446,0.522708168,0.483030658,0.283395249,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
32,0.268909122,1,-0.060052718,0.522592425,0.484991331,0.285031097,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
33,0.301297191,1,0.905449912,0.586757516,0.712068172,0.485084348,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
34,0.308090719,1,1.10796798,0.617152195,0.751750086,0.52319408,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
35,0.317166069,0,1.378508169,0.664439621,0.798751299,0.570919151,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
36,0.323550923,1,1.568843484,0.701533866,0.827618675,0.602267723,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
37,0.325296795,1,1.620888699,0.712151732,0.834917656,0.610521142,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
38,0.338106381,1,2.00274811,0.795276776,0.88108531,0.666997038,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
39,0.356211973,1,2.542483798,0.924731255,0.927066944,0.735252267,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
40,0.358596451,1,2.61356614,0.942564746,0.931729586,0.743298751,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
41,0.364140126,1,2.778825538,0.984593921,0.941520813,0.761207798,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
42,0.364231367,1,2.781545472,0.985291897,0.941670391,0.7614934,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
43,0.390604229,1,3.567732127,1.193740916,0.97255472,0.832605,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
44,0.397851282,1,3.783769975,1.252860936,0.977768657,0.848514482,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
45,0.402671384,1,3.927459343,1.292516105,0.980686705,0.858326511,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
46,0.405737346,1,4.018857023,1.317865538,0.982343846,0.864263373,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
47,0.408284456,1,4.094787496,1.338994604,0.983613698,0.869021806,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
48,0.421157883,1,4.478550036,1.44664623,0.988777515,0.890808741,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
49,0.437433883,1,4.963744779,1.584466659,0.99306176,0.913530819,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
50,0.45697756,1,5.546350415,1.751891521,0.996113493,0.934914013,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
51,0.498253637,1,6.776808486,2.110250254,0.998861391,0.964625738,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
52,0.504151791,1,6.952635059,2.161844344,0.999044801,0.967601793,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
53,0.522190777,1,7.490385193,2.320092757,0.999441884,0.975257333,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
54,0.533338188,1,7.822694434,2.418181779,0.999599619,0.979064257,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
55,0.548516535,1,8.275167657,2.552049555,0.9997453,0.983331403,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
56,0.552907622,1,8.406067898,2.590837023,0.999776543,0.984396296,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
57,0.568439878,1,8.869091304,2.728227193,0.999859349,0.987648592,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
58,0.608063222,1,10.05028067,3.079827884,0.999956828,0.993202736,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
59,0.67569106,1,12.06629637,3.682529039,0.99999425,0.99754966,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
60,1.009536589,1,22.01837892,6.677426791,1,0.999983873,Lasso,-8.076352316,29.81044131,0.344630151,0.427741653,20.06288046,0.5,0.166666667
1,0.007761102,0,-7.835902165,2.431979856,0.000395129,7.24E-06,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
2,0.013688309,0,-7.659511306,2.379913535,0.000471316,9.41E-06,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
3,0.016989948,0,-7.5612561,2.35093564,0.000519951,1.09E-05,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
4,0.024035274,0,-7.351590552,2.28916277,0.00064116,1.49E-05,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
5,0.035452159,0,-7.011829488,2.189257492,0.000900347,2.46E-05,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
6,0.047367963,0,-6.657220832,2.085279433,0.001283063,4.16E-05,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
7,0.057937974,0,-6.342662335,1.993332586,0.001756521,6.63E-05,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
8,0.060519794,0,-6.2658286,1.970919402,0.001896535,7.43E-05,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
9,0.079511206,0,-5.700653217,1.806687936,0.003332637,0.00017122,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
10,0.079830925,0,-5.691138532,1.803933701,0.00336439,0.000173641,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
11,0.081299094,0,-5.647446522,1.79129104,0.003514118,0.000185206,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
12,0.083924427,0,-5.569317861,1.768704551,0.003798596,0.000207831,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
13,0.096371106,0,-5.198910617,1.662014708,0.005492246,0.000358694,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
14,0.100937918,0,-5.063004466,1.623048543,0.00628675,0.000438075,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
15,0.116857381,0,-4.589248823,1.488111505,0.010058291,0.00087801,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
16,0.135242279,0,-4.042123009,1.334434651,0.017257115,0.001951755,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
17,0.139177904,0,-3.925000682,1.301911821,0.019359918,0.002314014,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
18,0.146325056,0,-3.71230484,1.243253936,0.023838995,0.003149756,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
19,0.146410615,0,-3.709758644,1.242555129,0.023898319,0.003161381,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
20,0.152473254,0,-3.529337393,1.193260981,0.028488921,0.00410238,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
21,0.158818364,0,-3.340509939,1.142182375,0.034207307,0.005382353,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
22,0.204857965,0,-1.970393325,0.796426431,0.122346646,0.036249801,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
23,0.218898192,0,-1.552562851,0.705822993,0.174716421,0.062179199,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
24,0.221807284,0,-1.465989658,0.688459982,0.187552932,0.069241107,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
25,0.227782718,0,-1.288163586,0.654636738,0.216163805,0.085885156,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
26,0.229694103,0,-1.231281678,0.644390155,0.225957181,0.091853636,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
27,0.246607596,0,-0.727944176,0.568538661,0.325646026,0.159345353,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
28,0.249384224,0,-0.645313048,0.559070038,0.344046507,0.172944449,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
29,0.256341378,0,-0.438271456,0.539713243,0.392152924,0.209818343,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
30,0.261487369,1,-0.285129213,0.529718288,0.429196732,0.239315074,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
31,0.268645767,1,-0.072098695,0.522364179,0.48198313,0.282658754,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
32,0.268909122,1,-0.064261376,0.522243191,0.483940182,0.284291064,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
33,0.301297191,1,0.899592143,0.585510112,0.710865681,0.484133757,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
34,0.308090719,1,1.101764304,0.615690895,0.750590537,0.522246029,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
35,0.317166069,0,1.3718424,0.662696179,0.797677658,0.569988489,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
36,0.323550923,1,1.561852617,0.699596424,0.826619031,0.60135614,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
37,0.325296795,1,1.613808937,0.710161998,0.833939536,0.609615528,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
38,0.338106381,1,1.99501612,0.792913543,0.880272809,0.66614251,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
39,0.356211973,1,2.533829921,0.92186784,0.926479655,0.734483835,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
40,0.358596451,1,2.604790851,0.939637501,0.931169275,0.742542357,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
41,0.364140126,1,2.769767981,0.98151983,0.94102011,0.760479752,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
42,0.364231367,1,2.77248327,0.982215407,0.941170632,0.760765823,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
43,0.390604229,1,3.557327091,1.189989672,0.972275618,0.832013949,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
44,0.397851282,1,3.77299594,1.24892949,0.977533252,0.847959989,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
45,0.402671384,1,3.916439881,1.288465747,0.980476884,0.857795837,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
46,0.405737346,1,4.007681451,1.313739896,0.982148964,0.863747608,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
47,0.408284456,1,4.083482232,1.334806613,0.983430482,0.868518272,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
48,0.421157883,1,4.466589293,1.44214552,0.988644014,0.890364627,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
49,0.437433883,1,4.950955307,1.579575275,0.992973082,0.913155355,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
50,0.45697756,1,5.532565833,1.746536191,0.996059761,0.934610578,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
51,0.498253637,1,6.760922241,2.103927243,0.998843179,0.964438068,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
52,0.504151791,1,6.936448497,2.155384003,0.999029229,0.967427033,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
53,0.522190777,1,7.473280135,2.313213475,0.999432261,0.975117241,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,1,0.5,0.166666667
54,0.533338188,1,7.805021781,2.411044295,0.999592484,0.978942309,Firth,-8.066868867,29.75952408,0.344901129,0.427632236,-55.8607019,0.5,0.166666667
